Difficulty	Song Name	Link	Primary Color	Secondary Color	Total Notes	Last Note Time	Fever Fill	Fever Time	Long Notes
29	brilliantly engineered explosive (Hard) by matthieumusic (Original song by naruto2413)	/scl/fi/cl2539yldogv493cz2s3k/brilliantly-engineered-explosive-Hard-by-matthieumusic-Original-song-by-naruto2413.txt?rlkey=ae62hdmpfnju3794bb0i5zub7&dl=1	Beat	Vibe	2502	169.048	794	25.357200	118
30	Ops:Limone (Hard) by Reku Mochizuki	/scl/fi/eb7w1zwq97boiaew9dg4h/OpsLimone-Hard-by-Reku-Mochizuki.txt?rlkey=qduwoa6o1dnikoikpn29os3dq&dl=1	Beat	Beat	1726	131.325	453	19.698750	366
29	Wings Of A Duck (Hard) by HalfDuck	/scl/fi/726yq83szktw2zmyw6rmo/Wings-Of-A-Duck-Hard-by-HalfDuck.txt?rlkey=bq3rtnvj9f5jjzt16qcgzt0k9&dl=1	Beat	Beat	2552	178.380	827	26.757000	69
29	Parousia (Hard) by xi (xi_com_giko_31)	/scl/fi/mmpl5rqkcr0ug4m85qrvq/Parousia-Hard-by-xi-xi_com_giko_31.txt?rlkey=7nwblo6hy8u4510esciw1o4oq&dl=1	Chill	Chill	2394	200.162	663	30.024300	405
29	Paradoxia (Hard) by Egg Yolk	/scl/fi/v3j784z58otrdosnm14oc/Paradoxia-Hard-by-Egg-Yolk.txt?rlkey=7lyryy6llb6g3wcurd022nr3g&dl=1	Beat	Vibe	1597	142.560	435	21.384000	292
29	Retaliation (Hard) by Egg Yolk	/scl/fi/yyegp38s2b7dajeorrpvu/Retaliation-Hard-by-Egg-Yolk.txt?rlkey=3i6rtxrgiya6n3stf0q750u2g&dl=1	Rush	Rush	2027	126.298	479	18.944700	590
29	Splatter Party (Hard) by Camellia	/scl/fi/3yvm9lbgedt90njkpsena/Splatter-Party-Hard-by-Camellia.txt?rlkey=uxehiogibr958kdqjlbxo105v&dl=1	Rush	Vibe	1885	157.890	580	23.683500	145
29	sugar rush (Hard) by matthieumusic	/scl/fi/jvsk8jvf0ujkygbgym8ox/sugar-rush-Hard-by-matthieumusic.txt?rlkey=lee6lezqkczo3v5cvxgyy293t&dl=1	Flow	Flow	1509	117.347	467	17.602050	109
29	Theme of SYMPOSIUM FC (NES) Version [EXTENDED CUT] (Hard) by naruto2413 (feat. Aya Majiro)	/scl/fi/yovjtfvv6pylgrr965e2y/Theme-of-SYMPOSIUM-FC-NES-Version-EXTENDED-CUT-Hard-by-naruto2413-feat.-Aya-Majiro.txt?rlkey=86b98fgwfsxoa40sgdc1iz1ra&dl=1	Beat	Beat	3576	260.911	1074	39.136650	351
29	WHAT COULD HAVE BEEN [EXTENDED CUT] (Hard) by Various artists (Arranged by SilentWuffer)	/scl/fi/t1488g4e5ugypju9uwau6/WHAT-COULD-HAVE-BEEN-EXTENDED-CUT-Hard-by-Various-artists-Arranged-by-SilentWuffer.txt?rlkey=qzsagbf2fc6atmss67wlpm699&dl=1	Flow	Rush	4873	416.783	1301	62.517450	969
29	Jack Out KIllER (Hard) by MisoilePunch ~with takenoko~	/scl/fi/0l7255255z2ncm2vcy118/Jack-Out-KIllER-Hard-by-MisoilePunch-with-takenoko.txt?rlkey=zah30oj2j8bzn9ciye7c3lr9m&dl=1	Beat	Flow	1787	132.437	586	19.865550	29
29	liquated (Hard) by Camellia	/scl/fi/xz0djqj7hubqk8h0azwcd/liquated-Hard-by-Camellia.txt?rlkey=zdhbdh0jzxlf32lwcqg3hllbg&dl=1	Chill	Vibe	1886	151.115	451	22.667250	533
29	Nacreous Snowmelt (Hard) by Camellia	/scl/fi/oa55ioy5ok2xbxftu9pgp/Nacreous-Snowmelt-Hard-by-Camellia.txt?rlkey=9llrk6cflfkj8rtuwiih5j2xs&dl=1	Chill	Beat	2001	168.294	589	25.244100	235
29	Space Battle feat. RoBeats! Remix (Hard) by F-777 (Covered by FNF feat. RoBeats! Team)	/scl/fi/fdsf92s2yjktg3i3gjyyb/Space-Battle-feat.-RoBeats-Remix-Hard-by-F-777-Covered-by-FNF-feat.-RoBeats-Team.txt?rlkey=udnagc4bkh8z2ugsbcf6u612j&dl=1	Flow	Chill	1689	143.970	529	21.595500	102
29	Teleport me to your soul (Hard) by Ardolf	/scl/fi/8am5xp1y0yabinxt7b9b6/Teleport-me-to-your-soul-Hard-by-Ardolf.txt?rlkey=4wapwu0lmut37hd45cfenvmr1&dl=1	Rush	Beat	1922	154.694	559	23.204100	246
29	Varcolac (Hard) by Ardolf	/scl/fi/uobfbuzw11s7sx9bvzvnp/Varcolac-Hard-by-Ardolf.txt?rlkey=874lyn6rchnpajbb6v1gs5101&dl=1	Rush	Rush	1650	132.041	516	19.806150	103
29	James Landino's Ultimate Gaming Mix [EXTENDED CUT] (Hard) by James Landino (Arranged by superboygamer1028)	/scl/fi/qywitb4vp2xm5i1cir09m/James-Landino-s-Ultimate-Gaming-Mix-EXTENDED-CUT-Hard-by-James-Landino-Arranged-by-superboygamer1028.txt?rlkey=77z0x0ja3y4j5jkzml5hrrbmb&dl=1	Chill	Rush	3811	328.922	1144	49.338300	377
29	Delusional!! (Hard) by Ponchi feat. haxchi [MisoilePunch]	/scl/fi/nsfpck9o93o12bv72ecqy/Delusional-Hard-by-Ponchi-feat.-haxchi-MisoilePunch.txt?rlkey=bn201kctbf48b6l49yyavmgf9&dl=1	Rush	Flow	1445	107.118	463	16.067700	57
29	Our Memories (Hard) by Ponchi feat.GUMI [MisoilePunch]	/scl/fi/pm51m7ezqthv7954x515l/Our-Memories-Hard-by-Ponchi-feat.GUMI-MisoilePunch.txt?rlkey=k0rre80tqw2kykfopwbwh04jm&dl=1	Chill	Beat	2319	176.467	731	26.470050	124
29	Chase The Rabbit (Hard) by UNDEAD CORPORATION	/scl/fi/pvh5zp8lo9aokg7wlqkyz/Chase-The-Rabbit-Hard-by-UNDEAD-CORPORATION.txt?rlkey=b09z2m563vrufy3bnol07inyv&dl=1	Rush	Chill	1530	115.658	418	17.348700	276
29	Primula (Hard) by brz1128	/scl/fi/j1hp9md4y4hne1khqx60i/Primula-Hard-by-brz1128.txt?rlkey=zdxmrzfg2jsipxoyf4espinru&dl=1	Vibe	Beat	1774	124.774	551	18.716100	120
29	Wizdomiot (Hard) by LeaF (7eaF)	/scl/fi/echf5ox9sepa4fostc8yh/Wizdomiot-Hard-by-LeaF-7eaF.txt?rlkey=mr0fujrxpn9c6k9fz4fi0f1uf&dl=1	Rush	Vibe	2105	165.024	589	24.753600	339
29	Brain Power (Cranky Remix) (Hard) by NOMA (Remixed by Cranky)	/scl/fi/wk5z08pcb7peya1jspz1b/Brain-Power-Cranky-Remix-Hard-by-NOMA-Remixed-by-Cranky.txt?rlkey=dc15pfp1lwd8qktbu6xqh6dui&dl=1	Flow	Beat	2762	186.681	801	28.002150	358
29	COCA (Hard) by Team Grimoire	/scl/fi/sy4fgm8da43a4sm7c2w5p/COCA-Hard-by-Team-Grimoire.txt?rlkey=jpx19luklaettz3j7rni4da7z&dl=1	Vibe	Rush	1329	93.461	419	14.019150	73
29	Plumage (Hard) by brz1128	/scl/fi/ejrsbspt7ep36wxfq1zd9/Plumage-Hard-by-brz1128.txt?rlkey=qfn2j3pzd7rauan1gpkcyayzq&dl=1	Beat	Chill	1891	141.557	572	21.233550	176
29	Rattlesnake (Hard) by Rogue [Monstercat]	/scl/fi/jj8yzoa6vctb91vrrdxw0/Rattlesnake-Hard-by-Rogue-Monstercat.txt?rlkey=xupchc0ill8u6j400qkf9wmha&dl=1	Rush	Chill	2177	161.953	617	24.292950	327
29	Splash Sunbeach (Hard) by brz1128	/scl/fi/1s06lef6cocd3w697sgo6/Splash-Sunbeach-Hard-by-brz1128.txt?rlkey=scd2znh2y1ops7x206zpe094g&dl=1	Chill	Rush	1621	119.181	463	17.877150	232
29	Warp (Hard) by Bossfight [Monstercat]	/scl/fi/39j0dx43kp9y7upjd0ab0/Warp-Hard-by-Bossfight-Monstercat.txt?rlkey=ctte89uw158t5zj9n71kvz7xj&dl=1	Beat	Rush	1472	118.209	415	17.731350	226
29	INFiNiTE ENERZY -Overdoze- (Hard) by Reku Mochizuki	/scl/fi/qpkud0dyajwltij9jsy02/INFiNiTE-ENERZY-Overdoze-Hard-by-Reku-Mochizuki.txt?rlkey=842wpkm0e6qlktxmpk3hpkxgv&dl=1	Beat	Rush	1510	112.478	475	16.871700	86
29	Feel The Same (Hard) by Gardens [Sound Space]	/scl/fi/ozvy4ouxaauqhjn2435ef/Feel-The-Same-Hard-by-Gardens-Sound-Space.txt?rlkey=3vt7omtaeeqs3luyt4yxkwjfr&dl=1	Flow	Chill	2772	180.620	772	27.093000	454
29	Delusion (Hard) by EmoCosine	/scl/fi/uoc596tkd9p1ukv9jpgxb/Delusion-Hard-by-EmoCosine.txt?rlkey=7t1z5ng0ip373xnwhe8dexlg5&dl=1	Beat	Rush	2519	170.950	634	25.642500	617
29	Refactoring Travel (Hard) by t+pazolite feat. Nanahira	/scl/fi/namnq7qadvjor0wqfboox/Refactoring-Travel-Hard-by-t-pazolite-feat.-Nanahira.txt?rlkey=vf7nk5smvmn82fk0md631wycg&dl=1	Chill	Flow	2128	164.945	618	24.741750	275
29	Sky Blue (Hard) by Synthion	/scl/fi/9o7vh6kg1txdfb7xwbc3x/Sky-Blue-Hard-by-Synthion.txt?rlkey=14kf2b7ldodjjbaa7v7p1eial&dl=1	Chill	Chill	1837	157.699	486	23.654850	379
29	White Nights (Hard) by seatrus	/scl/fi/a1nngcg1xcy4zwzgjxvg9/White-Nights-Hard-by-seatrus.txt?rlkey=ih7wyhi2jgozntx4uzswfbej9&dl=1	Beat	Chill	2818	196.872	723	29.530800	649
29	Psyched Fevereiro (Hard) by t+pazolite	/scl/fi/zf6zfyc1hcd1m9ks80l69/Psyched-Fevereiro-Hard-by-t-pazolite.txt?rlkey=11xgtv2iushkware27crw1l5e&dl=1	Vibe	Flow	2199	131.045	527	19.656750	619
29	Endless Rain (Hard) by seatrus (feat. marumoko)	/scl/fi/tf3fmhrmavgg0lctgbwkz/Endless-Rain-Hard-by-seatrus-feat.-marumoko.txt?rlkey=y8at7a37eywipkwqwkwh93rdv&dl=1	Flow	Rush	2281	141.020	553	21.153000	621
29	Let's Jump! (Hard) by you (feat. nayuta)	/scl/fi/93fhjbe66w4w90mjubmj8/Let-s-Jump-Hard-by-you-feat.-nayuta.txt?rlkey=jiwk579r0gpbr1tlecm4cbial&dl=1	Beat	Flow	2534	163.934	611	24.590100	702
29	Midnight Challenge (Hard) by EmoCosine	/scl/fi/keif6lp41zda0jaxqmzyx/Midnight-Challenge-Hard-by-EmoCosine.txt?rlkey=60rpk296ybkkqg0r2srycnuru&dl=1	Chill	Rush	2399	163.632	582	24.544800	652
29	NiRVANA (Hard) by Juggernaut	/scl/fi/i8kgbh81nuxdd9jrhuriq/NiRVANA-Hard-by-Juggernaut.txt?rlkey=bgfaqnq7toiy46jl7baijqo5i&dl=1	Flow	Rush	1781	135.815	489	20.372250	313
29	SEviiN [EXTENDED CUT] (Hard) by Various artists (Arranged by Livium)	/scl/fi/atshnuy4ahkduc39wfqld/SEviiN-EXTENDED-CUT-Hard-by-Various-artists-Arranged-by-Livium.txt?rlkey=yh1fij69wtshuw1ioeeed38gv&dl=1	Flow	Flow	4078	320.600	1081	48.090000	832
29	pastel planet (Hard) by AAAA	/scl/fi/q8xygobp59tgg7vpn4j6v/pastel-planet-Hard-by-AAAA.txt?rlkey=k3as490ukwabdzm4djs4mj04c&dl=1	Vibe	Beat	1796	112.471	441	16.870650	474
26	00 (Hard) by garlagan	/scl/fi/hk3lhh8e76h575t3hug5p/00-Hard-by-garlagan.txt?rlkey=5ej6gczu5lcjho8rp3sgargey&dl=1	Rush	Rush	1190	143.187	322	21.478050	224
28	Akanetsuki (Hard) by Reku Mochizuki & Seyakate Shousan Tarou	/scl/fi/kutni5qf6uy8x32t6ctok/Akanetsuki-Hard-by-Reku-Mochizuki-Seyakate-Shousan-Tarou.txt?rlkey=s8oqy1jzblekw610m9dkocs0n&dl=1	Rush	Beat	1644	138.721	527	20.808150	62
28	A Starry Night and a Single Flower (Hard) by seatrus	/scl/fi/rgy50bhbi4yl7htl4y873/A-Starry-Night-and-a-Single-Flower-Hard-by-seatrus.txt?rlkey=lnzwsddkej4734xuvvlfmzgaj&dl=1	Flow	Flow	1621	165.399	494	24.809850	139
26	About U (Hard) by Aiobahn & Vin [Monstercat]	/scl/fi/on2c8vzc7yiyo7oaw2gc6/About-U-Hard-by-Aiobahn-Vin-Monstercat.txt?rlkey=c17w6duwqfg6dbzr2zoubc9pd&dl=1	Beat	Flow	1945	174.852	456	26.227800	577
28	Alice in Misanthrope (Hard) by LeaF (7eaF)	/scl/fi/qcepmy2gmuok8nv9hdrng/Alice-in-Misanthrope-Hard-by-LeaF-7eaF.txt?rlkey=hfxm8qpn7gatrtdbblazfews4&dl=1	Chill	Chill	1989	142.081	606	21.312150	172
28	Anemone (Hard) by Ponchi feat. haxchi [MisoilePunch]	/scl/fi/nmq4cv03p1s99wv5399oi/Anemone-Hard-by-Ponchi-feat.-haxchi-MisoilePunch.txt?rlkey=7g5iw0ajfpc4fwpxfsc8uk2bb&dl=1	Chill	Vibe	1430	115.418	443	17.312700	102
28	Antares FC (NES) Version (Hard) by naruto2413 (feat. Aya Majiro (Ex. Aya Futatsuki))	/scl/fi/j19gu8jjfsval50sd03fk/Antares-FC-NES-Version-Hard-by-naruto2413-feat.-Aya-Majiro-Ex.-Aya-Futatsuki.txt?rlkey=n3zum5cbz115w51dyufffku9o&dl=1	Flow	Beat	2542	176.613	832	26.491950	44
27	At the Speed of Light [EXTENDED CUT] (Hard) by Dimrain47	/scl/fi/k3qckeqlamlqdfmy30mhg/At-the-Speed-of-Light-EXTENDED-CUT-Hard-by-Dimrain47.txt?rlkey=vo528i48qcff2qqmgtruuc0kj&dl=1	Rush	Vibe	3012	246.924	900	37.038600	312
27	Artificial Intelligence Bomb (Hard) by naruto2413	/scl/fi/ss0uf84d1vt3fxgttbbk2/Artificial-Intelligence-Bomb-Hard-by-naruto2413.txt?rlkey=810yf0xtnmgistq4wbzwx0eom&dl=1	Vibe	Flow	1750	125.443	539	18.816450	133
27	ATHAZA (Hard) by LeaF (7eaF)	/scl/fi/442nqnb746h85vr3jwm7d/ATHAZA-Hard-by-LeaF-7eaF.txt?rlkey=dw1w4kciyf6g5a3iacgbq7val&dl=1	Beat	Rush	1812	157.097	536	23.564550	204
26	Bhutesha (Hard) by Silentroom	/scl/fi/8sd36d6u0msjtem3igs55/Bhutesha-Hard-by-Silentroom.txt?rlkey=jxfojzm4n97hrzya5w335zryc&dl=1	Flow	Chill	965	110.263	310	16.539450	37
28	Buzztone Symphony (Hard) by Dimrain47	/scl/fi/enb2sxt476aix4w9tvpsu/Buzztone-Symphony-Hard-by-Dimrain47.txt?rlkey=mh11aj3s1wokqu2acjsmtalkh&dl=1	Flow	Vibe	2568	198.635	712	29.795250	430
28	Blue future FC (NES) Version (Hard) by naruto2413 (feat. Aya Majiro)	/scl/fi/rupf5ssig3qv2q8vbkrxh/Blue-future-FC-NES-Version-Hard-by-naruto2413-feat.-Aya-Majiro.txt?rlkey=eriifqwdxs5rfyfmkfdmmnib8&dl=1	Chill	Beat	2398	163.941	715	24.591150	251
26	Canneles au chocolat (Hard) by brz1128	/scl/fi/mfp747xxrjeer6e1pgpyw/Canneles-au-chocolat-Hard-by-brz1128.txt?rlkey=pegegl2jcl7vmen8ngxuu00yv&dl=1	Chill	Vibe	1365	119.207	425	17.881050	89
26	Canon In D Major (EduTry Remix) (Hard) by Pachelbel (Remixed by EduTry)	/scl/fi/vpbsx98i7vqcyge77gert/Canon-In-D-Major-EduTry-Remix-Hard-by-Pachelbel-Remixed-by-EduTry.txt?rlkey=wew8yc0w1e4uvz661q7ygcfoa&dl=1	Vibe	Vibe	1441	152.566	414	22.884900	200
28	Chipland (Hard) by nanobii	/scl/fi/lsy72gn3k6kx4ddof87bu/Chipland-Hard-by-nanobii.txt?rlkey=ojuu9sraa5fjy5vk1us5gkf7u&dl=1	Vibe	Flow	2246	184.636	519	27.695400	688
28	Chironex (Hard) by Team Grimoire	/scl/fi/cu52jx8j3upboy5fyjcsh/Chironex-Hard-by-Team-Grimoire.txt?rlkey=o6qv0ghyo8tgpcnxrlbb8dde8&dl=1	Beat	Flow	1725	139.878	547	20.981700	85
28	Chromatic (Hard) by Ardolf	/scl/fi/qt1r844el7jpemkzlh2iy/Chromatic-Hard-by-Ardolf.txt?rlkey=hz596wmijlari5br5fuvui8ev&dl=1	Flow	Beat	1940	141.372	559	21.205800	264
26	Chronoto (Hard) by Se-U-Ra	/scl/fi/5t1p0rnpp3vrbu61blomm/Chronoto-Hard-by-Se-U-Ra.txt?rlkey=5ego5o4d02gqupa6b9tl081s8&dl=1	Beat	Rush	1577	117.362	443	17.604300	247
28	Circle of Life (Hard) by AmyKawashima	/scl/fi/3tjhsternzze6dz1tssp2/Circle-of-Life-Hard-by-AmyKawashima.txt?rlkey=ryk249dacmfsdpuxjcom50ll8&dl=1	Chill	Vibe	1936	146.947	645	22.042050	2
27	Crab Rave (Camellia Remix) [EXTENDED CUT] (Hard) by Noisestorm (Remixed by Camellia)	/scl/fi/93gb944ncfbeylwvab7xy/Crab-Rave-Camellia-Remix-EXTENDED-CUT-Hard-by-Noisestorm-Remixed-by-Camellia.txt?rlkey=ur9yka70fb0pbs6u9wt6488dr&dl=1	Beat	Chill	3645	237.247	931	35.587050	852
28	CROSS OVER (Hard) by HyuN (feat. LyuU)	/scl/fi/1laxozk4rcal4v8axyaly/CROSS-OVER-Hard-by-HyuN-feat.-LyuU.txt?rlkey=mcdakmnecfqtv0nxbb7qaggsh&dl=1	Beat	Chill	1679	148.496	486	22.274400	221
27	Crystallized Ignition (Hard) by Egg Yolk	/scl/fi/5j159a3xgnzf2k23k828k/Crystallized-Ignition-Hard-by-Egg-Yolk.txt?rlkey=7zt7i0a8t6gwbgk04cagz774m&dl=1	Chill	Chill	993	110.420	317	16.563000	44
26	crystallized (Hard) by Camellia	/scl/fi/6ws1zz3cqevvp8728z2ob/crystallized-Hard-by-Camellia.txt?rlkey=v64ek5r7umalq349ou1i9jp59&dl=1	Beat	Rush	1260	121.452	373	18.217800	140
28	Dark Sheep (Funkin' Remix) [EXTENDED CUT] (Hard) by Chroma (Covered by FNF feat. RoBeats! Team)	/scl/fi/u9rk3h2ql27v7o0il9ln0/Dark-Sheep-Funkin-Remix-EXTENDED-CUT-Hard-by-Chroma-Covered-by-FNF-feat.-RoBeats-Team.txt?rlkey=kplzz9x02l0e8lnkr2zv7jvmr&dl=1	Beat	Beat	3172	235.937	956	35.390550	302
28	Determination (Hard) by Laur [LAUR1200] feat. Itsuki Natsume	/scl/fi/mdzhvi4wh0z8x4bpyjqkx/Determination-Hard-by-Laur-LAUR1200-feat.-Itsuki-Natsume.txt?rlkey=8qa85qvdl4ls2jdakfy0wj7mt&dl=1	Beat	Vibe	2174	173.935	635	26.090250	269
27	Don't Stop The Rave (Hard) by RiraN	/scl/fi/nfyolyej1ezp8onee8cwz/Don-t-Stop-The-Rave-Hard-by-RiraN.txt?rlkey=duvemkmuooquz39mf8vru4lc6&dl=1	Vibe	Chill	2034	127.070	488	19.060500	571
28	Dusk Till Dawn (Hard) by Halv	/scl/fi/el0q43h647v5posiuf05e/Dusk-Till-Dawn-Hard-by-Halv.txt?rlkey=pf4pfo3ui0eor3b168cxgbrho&dl=1	Flow	Chill	1718	124.808	415	18.721200	472
27	Dreaming of Flying in the Night Sky (Hard) by Chroma (feat. mikanzil)	/scl/fi/v3kmco99c4hdpkbsupvso/Dreaming-of-Flying-in-the-Night-Sky-Hard-by-Chroma-feat.-mikanzil.txt?rlkey=2c22mofkp5heogrrks4oyf3bm&dl=1	Chill	Chill	1993	140.018	514	21.002700	451
28	Escape Reality (Hard) by Ardolf	/scl/fi/4g60rlkm7wrd817g19t9y/Escape-Reality-Hard-by-Ardolf.txt?rlkey=yy1wjjf5fjnixvt1gkqfea588&dl=1	Flow	Chill	1959	127.779	533	19.166850	361
26	Eternity Dedicated to Travelers (Hard) by Se-U-Ra	/scl/fi/bsdzp7qazqz6ryc7kslr5/Eternity-Dedicated-to-Travelers-Hard-by-Se-U-Ra.txt?rlkey=guucqwzg47tqrzejr6w7655zt&dl=1	Flow	Rush	1364	121.664	353	18.249600	306
27	Exit This Earth's Atomosphere (Hard) by Camellia	/scl/fi/ssptfghv80hku3dyzgrrd/Exit-This-Earth-s-Atomosphere-Hard-by-Camellia.txt?rlkey=ltafmins66czyei771ccarr5t&dl=1	Rush	Rush	1878	158.453	539	23.767950	261
29	Extra Mode (Hard) by USAO	/scl/fi/uk2dklgeaagt5dv66gh2z/Extra-Mode-Hard-by-USAO.txt?rlkey=2lcd2x1s1ylwz4ukal8vyik60&dl=1	Rush	Vibe	2118	143.178	492	21.476700	642
28	Farewell, My Friend (Hard) by Chroma	/scl/fi/tydyybqeby2crn0p30l2q/Farewell-My-Friend-Hard-by-Chroma.txt?rlkey=6m1pt9wkw6mcpihq2my52ujlx&dl=1	Chill	Beat	1879	143.080	594	21.462000	96
26	Feel Your Heart (Hard) by Protostar feat. Sam Tabor [Monstercat]	/scl/fi/ukk4xv5ubwbb8n3w2ks7d/Feel-Your-Heart-Hard-by-Protostar-feat.-Sam-Tabor-Monstercat.txt?rlkey=6nuzteton4guis4xcxmcydodt&dl=1	Vibe	Chill	1834	165.767	571	24.865050	120
28	Flight of the Bumblebee (Hard) by Nikolai Rimsky-Korsakov (Performed by Rousseau)	/scl/fi/z8tx0pq0440ptoz8btgey/Flight-of-the-Bumblebee-Hard-by-Nikolai-Rimsky-Korsakov-Performed-by-Rousseau.txt?rlkey=kihokyivc3ppbbg5sc5o19lr6&dl=1	Beat	Beat	1124	76.564	373	11.484600	4
28	Heaven's Gear (burying side) (Hard) by Se-U-Ra	/scl/fi/3disng4rkdku5uac7utvj/Heaven-s-Gear-burying-side-Hard-by-Se-U-Ra.txt?rlkey=gaflnmc0ufdmxgvuinnxemltz&dl=1	Flow	Chill	1703	120.940	452	18.141000	348
28	Good Morning My Dearest Robot (Hard) by Chroma	/scl/fi/tsr9437qdiuzrc12tdgg7/Good-Morning-My-Dearest-Robot-Hard-by-Chroma.txt?rlkey=nt8lguzyb3k7xgsbnrm5o6bzt&dl=1	Chill	Beat	1859	180.050	457	27.007500	489
28	Hide and Seek (Hard) by James Landino	/scl/fi/4ffjifjqj23ozl3rv9aiz/Hide-and-Seek-Hard-by-James-Landino.txt?rlkey=6ncmkyj1axdssq0w67hsmns1q&dl=1	Chill	Rush	1865	135.441	572	20.316150	150
26	HOT CHOCOLATE (Hard) by dark cat	/scl/fi/jdddkpgkmkz6r397m33mw/HOT-CHOCOLATE-Hard-by-dark-cat.txt?rlkey=xxlrxw3g0xz3psl7phd9qficm&dl=1	Chill	Flow	1627	138.013	427	20.701950	347
26	I don't care about Christmas though  (Hard) by Camellia feat. Nanahira	/scl/fi/fjlylp42unvu7r06hwcck/I-don-t-care-about-Christmas-though-Hard-by-Camellia-feat.-Nanahira.txt?rlkey=tlcfkg52rp44ab89xq9fu55vl&dl=1	Rush	Beat	2710	190.486	599	28.572900	914
26	in your sight (matthieumusic's digifu-electrofunk-future bass remix) (Hard) by Haywyre (Remixed by matthieumusic)	/scl/fi/0qpnwe85861syqae448v2/in-your-sight-matthieumusic-s-digifu-electrofunk-future-bass-remix-Hard-by-Haywyre-Remixed-by-matthieumusic.txt?rlkey=8itayfb7lebbyjtf48a1jrifi&dl=1	Chill	Chill	2327	172.543	542	25.881450	701
27	Insight (Himitsu's DnB Remix) (Hard) by Haywyre (Remixed by HimitsuHiketsu)	/scl/fi/iy8vkrdv3yi6c27ovi70t/Insight-Himitsu-s-DnB-Remix-Hard-by-Haywyre-Remixed-by-HimitsuHiketsu.txt?rlkey=ij4blwlyb1go2cckv5w0bbpof&dl=1	Rush	Rush	1380	109.419	393	16.412850	202
27	Insight (Flynt Remix) (Hard) by Haywyre (Remixed by Flynt)	/scl/fi/1x9s1dhj7xsd9rlg2vpe7/Insight-Flynt-Remix-Hard-by-Haywyre-Remixed-by-Flynt.txt?rlkey=y530da7mbif9gr36w0kfa3oxc&dl=1	Beat	Rush	1875	162.842	578	24.426300	141
26	Insight (Nyctophobe Remix) (Hard) by Haywyre (Remixed by Nyctophobe)	/scl/fi/xte4dax6xdughq9jj1762/Insight-Nyctophobe-Remix-Hard-by-Haywyre-Remixed-by-Nyctophobe.txt?rlkey=lqcsedvq9kd521aihmsjp3zik&dl=1	Chill	Chill	1521	132.102	484	19.815300	68
27	Insight (ZirconEscalus's 8-Bit Remix) (Hard) by Haywyre (Remixed by ZirconEscalus)	/scl/fi/rz6uusgsolux7sgbq8e5c/Insight-ZirconEscalus-s-8-Bit-Remix-Hard-by-Haywyre-Remixed-by-ZirconEscalus.txt?rlkey=w2xwr4f43r10nsrw5bhg2v7w6&dl=1	Chill	Chill	1249	110.821	348	16.623150	204
26	Joyride (Hard) by Egg Yolk	/scl/fi/5phwvhadrron3927yjiky/Joyride-Hard-by-Egg-Yolk.txt?rlkey=jcabcthj2uj5wzhi19owbyd8k&dl=1	Chill	Vibe	2135	191.684	599	28.752600	337
28	insulated (Hard) by seatrus	/scl/fi/bkchcuociykswko0x5h31/insulated-Hard-by-seatrus.txt?rlkey=t76nur0sic40nkxn4oyc4cae6&dl=1	Beat	Vibe	2239	180.334	587	27.050100	479
28	Kathastrophe (Hard) by Team Grimoire	/scl/fi/9rlbcphju3tdzc5yypijh/Kathastrophe-Hard-by-Team-Grimoire.txt?rlkey=id7qfzbttyuq1kmnovfoes9hb&dl=1	Beat	Rush	1165	113.586	350	17.037900	116
27	Light it up (Hard) by Camellia	/scl/fi/bcg9rwfs72ui8d1suc9lb/Light-it-up-Hard-by-Camellia.txt?rlkey=qvb3cssbb73lz76rm4jwg4sxy&dl=1	Vibe	Chill	1803	160.692	488	24.103800	339
27	LOA2 (Hard) by Se-U-Ra	/scl/fi/gzu1aknu7off2zdzddkwo/LOA2-Hard-by-Se-U-Ra.txt?rlkey=4nyo8aiuezaoosogg1ujoejph&dl=1	Flow	Rush	1602	117.788	444	17.668200	269
27	Looking for Edge of Ground (Hard) by Camellia	/scl/fi/xksra5ewxev0to46orqzx/Looking-for-Edge-of-Ground-Hard-by-Camellia.txt?rlkey=msupdpzdbg8ef6rc2982aye0f&dl=1	Flow	Rush	1939	195.142	510	29.271300	409
26	Machina (Hard) by Pixel Terror [Monstercat]	/scl/fi/911rbb9ai5hcffoffi9s4/Machina-Hard-by-Pixel-Terror-Monstercat.txt?rlkey=ay7eikhdyolbnnssyehokt0am&dl=1	Flow	Chill	1070	133.403	290	20.010450	202
28	Manifest! Manifest! (Hard) by tv room	/scl/fi/84pdnibfovp1fk7hta25f/Manifest-Manifest-Hard-by-tv-room.txt?rlkey=xgr64gmcr2jk8ozkbr2cssx3z&dl=1	Beat	Vibe	1228	104.484	295	15.672600	345
28	Meant To Be (Hard) by Slynk	/scl/fi/h2l825y6vzvqsupoa2j2u/Meant-To-Be-Hard-by-Slynk.txt?rlkey=wct995vv2a75hw4w3jtoe6yf7&dl=1	Vibe	Vibe	1425	122.741	423	18.411150	156
28	Nasty * Nasty * Spell (Hard) by Camellia	/scl/fi/26i2mh97qqm98vgcnf7xi/Nasty-Nasty-Spell-Hard-by-Camellia.txt?rlkey=udxz2n1bepi49kgq5q8l74pkw&dl=1	Vibe	Beat	1836	145.775	447	21.866250	496
